post_id,source,source_type,platform,date_published,collection_window,url,language,truncated,tagged_with,notes,crisis_related,crisis_topic,communication_type,location,instruction,contact_link,time_date,target_group,actionability_score
LCD_027,Lebanese Civil Defense,state,Facebook,approx. 2026-04-08,2026-04-01 to 2026-05-07,,Arabic,no,none,Full mobilization of all CD elements nationwide in response to Israeli strikes. Explicit citizen instructions: clear roads for CD vehicles / do not gather near strike sites. Location (all of Lebanon) and target group (citizens) identified. No hotline number.,yes,security / emergency operations,warning/alert,yes,yes,no,no,yes,3
LEBA_001,Lebanese Army,government military,X,2026-04-01,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2039239625370112378,ar,no,#الجيش_اللبناني #LebaneseArmy,Israeli escalation forces army repositioning near southern border villages; warns against media incitement,yes,Israeli military aggression,situation report,yes,no,no,no,no,1
LEBA_002,Lebanese Army,government military,X,2026-04-05,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2040751477195518318,ar,no,#الجيش_اللبناني #LebaneseArmy,Martyr obituary: Corporal Hussein Ali Nahle killed by Israeli airstrike in Kfarhatay-Sidon Apr 5; burial that day in Haret Saida cemetery,yes,Israeli military aggression / casualties,incident report,yes,no,no,yes,no,2
LEBA_003,Lebanese Army,government military,X,2026-04-06,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2041188456282398723,ar,no,#الجيش_اللبناني #LebaneseArmy,Israeli airstrike on apartment in Ain Saade-Metn: 3 civilians killed; army urges public not to speculate,yes,Israeli military aggression / casualties,incident report,yes,no,no,yes,no,2
LEBA_004,Lebanese Army,government military,X,2026-04-07,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2041456439919616059,ar,no,#الجيش_اللبناني #LebaneseArmy,Follow-up: motorcyclist identified as delivery worker; army warns public against speculation on sensitive security matters,yes,Israeli military aggression,incident report,yes,yes,no,no,yes,3
LEBA_005,Lebanese Army,government military,X,2026-04-08,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2041771206920093921,ar,no,#الجيش_اللبناني #LebaneseArmy,Ceasefire rumors: delay return to south; avoid Israeli-occupied areas; follow army guidance; report UXO to nearest army/security post,yes,displacement/return / UXO / Israeli military aggression,warning/alert,yes,yes,yes,yes,yes,5
LEBA_006,Lebanese Army,government military,X,2026-04-08,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2041925254784614553,ar,no,#الجيش_اللبناني #LebaneseArmy,Army evacuates Qasmiye Bridge-Tyre following Israeli threat to target it,yes,Israeli military aggression / infrastructure,incident report,yes,no,no,yes,no,2
LEBA_007,Lebanese Army,government military,X,2026-04-09,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2042174384526237968,ar,no,#الجيش_اللبناني #LebaneseArmy,Four martyrs from Apr 8 airstrikes with funeral schedules: Sidon; Shmstar-Baalbek (x2); Mansura-Hermel,yes,Israeli military aggression / casualties,incident report,yes,no,no,yes,yes,3
LEBA_008,Lebanese Army,government military,X,2026-04-09,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2042210188384424166,ar,no,#الجيش_اللبناني #LebaneseArmy,Qasmiye Bridge-Tyre fully reopened after Apr 8 Israeli airstrike; army unit stationed at bridge perimeter,yes,infrastructure / Israeli military aggression,service announcement,yes,yes,no,yes,yes,4
LEBA_009,Lebanese Army,government military,X,2026-04-09,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2042242819184611601,ar,no,#الجيش_اللبناني #LebaneseArmy,Commander inspects South Litani sector HQ and 5th Infantry Brigade in Tyre; denounces Israeli attacks,yes,Israeli military aggression,coordination update,yes,no,no,no,no,1
LEBA_010,Lebanese Army,government military,X,2026-04-11,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2042917750004121759,ar,no,#الجيش_اللبناني #LebaneseArmy,Warns against protest movements threatening civil peace during Israeli aggression; calls on citizens to follow army guidance,yes,public safety / civil unrest,warning/alert,yes,yes,no,no,yes,3
LEBA_011,Lebanese Army,government military,X,2026-04-12,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2043454444638290102,ar,no,#الجيش_اللبناني #LebaneseArmy,Martyr obituary: Muaween Abbas Hassan Qassem died Apr 12 from Apr 8 airstrike in Shmstar-Baalbek; funeral schedule Monday Apr 13,yes,Israeli military aggression / casualties,incident report,yes,no,no,yes,yes,3
LEBA_012,Lebanese Army,government military,X,2026-04-16,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2044779714011594886,ar,no,#الجيش_اللبناني #LebaneseArmy,Israeli airstrike destroys Qasmiye Bridge-Tyre Apr 16: 1 killed + 2 injured civilians + 1 soldier; army will assess and repair,yes,Israeli military aggression / infrastructure / casualties,incident report,yes,no,no,yes,no,2
LEBA_013,Lebanese Army,government military,X,2026-04-16,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2044844574560976916,ar,no,#الجيش_اللبناني #LebaneseArmy,Ceasefire reported: delay return to south until agreement in force; avoid hostile areas; follow army; report UXO to nearest army post,yes,displacement/return / UXO / Israeli military aggression,warning/alert,yes,yes,yes,yes,yes,5
LEBA_014,Lebanese Army,government military,X,2026-04-16,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2044902963831869464,ar,no,#الجيش_اللبناني #LebaneseArmy,Warning: celebratory gunfire endangers civilians and property; do not fire weapons under any circumstances; army will arrest offenders,yes,public safety / civil unrest,warning/alert,yes,yes,no,yes,yes,4
LEBA_015,Lebanese Army,government military,X,2026-04-16,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2044919941283934656,ar,no,#الجيش_اللبناني #LebaneseArmy,Army patrol ambushed in Bab al-Tabbane-Tripoli: 1 martyr + 2 injured; area cordoned off; raids underway,yes,security incident / casualties,incident report,yes,no,no,yes,no,2
LEBA_016,Lebanese Army,government military,X,2026-04-16,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2044925319501500562,ar,no,#الجيش_اللبناني #LebaneseArmy,Updated return advisory: ceasefire violations + intermittent shelling; delay return especially at night; follow army; avoid danger areas,yes,displacement/return / Israeli military aggression,warning/alert,yes,yes,no,yes,yes,4
LEBA_017,Lebanese Army,government military,X,2026-04-17,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2045024681632178644,ar,no,#الجيش_اللبناني #LebaneseArmy,Army working to fully reopen Qasmiye Bridge-Tyre after Apr 16 Israeli attack; army unit stationed at perimeter,yes,infrastructure,service announcement,yes,yes,no,yes,no,3
LEBA_018,Lebanese Army,government military,X,2026-04-17,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2045030077545492655,ar,no,#الجيش_اللبناني #LebaneseArmy,9 arrested for celebratory gunfire in Beirut and southern suburb night of Apr 16-17; follow-up pursuit underway,yes,public safety / civil unrest,coordination update,yes,no,no,yes,no,2
LEBA_019,Lebanese Army,government military,X,2026-04-17,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2045054434787418405,ar,no,#الجيش_اللبناني #LebaneseArmy,Martyr obituary: Sgt Bilal Khalid killed Apr 17 in Bab al-Tabbane-Tripoli; full funeral + condolence schedule across Sindianeh and Tripoli,yes,security incident / casualties,incident report,yes,no,no,yes,yes,3
LEBA_020,Lebanese Army,government military,X,2026-04-17,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2045140798149169198,ar,no,#الجيش_اللبناني #LebaneseArmy,Army escorting returnees south; roads being cleared; Debin-Marjeyoun road opened. Do NOT use army-closed roads — they lead to Israeli-occupied villages,yes,displacement/return / UXO / Israeli military aggression,warning/alert,yes,yes,yes,yes,yes,5
LEBA_021,Lebanese Army,government military,X,2026-04-18,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2045473209135333636,ar,no,#الجيش_اللبناني #LebaneseArmy,Army condemns UNIFIL patrol attack in Ghanduryya-Bint Jbeil by gunmen; investigation underway; coordination with UNIFIL continues,yes,security incident / UNIFIL,incident report,yes,no,no,yes,no,2
LEBA_022,Lebanese Army,government military,X,2026-04-18,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2045507600947560745,ar,no,#الجيش_اللبناني #LebaneseArmy,Follow-up arrests for celebratory gunfire: 8 arrested in Beirut/Baabda/Baalbek Apr 18; additional pursuit ongoing,yes,public safety / civil unrest,coordination update,yes,no,no,yes,no,2
LEBA_023,Lebanese Army,government military,X,2026-04-19,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2045746171394527372,ar,no,#الجيش_اللبناني #LebaneseArmy,Khardali-Nabatiyye road fully open; Burj Rahhal-Tyre bridge partially open; Tyrfilsiyye-Tyre bridge rehabilitation ongoing,yes,infrastructure / displacement/return,service announcement,yes,yes,no,yes,yes,4
LEBA_024,Lebanese Army,government military,X,2026-04-19,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2045800364406964658,ar,no,#الجيش_اللبناني #LebaneseArmy,UXO: 5 unexploded bombs disposed in Haret Hreik-South Suburb; citizens warned not to approach damaged areas; report suspicious objects to nearest army post,yes,UXO / Israeli military aggression,warning/alert,yes,yes,yes,yes,yes,5
LEBA_025,Lebanese Army,government military,X,2026-04-19,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2045855038577238176,ar,no,#الجيش_اللبناني #LebaneseArmy,UXO awareness image post: 'Don't approach. Don't touch. Report immediately.' — slogan only no location detail,yes,UXO,warning/alert,no,yes,no,no,no,1
LEBA_026,Lebanese Army,government military,X,2026-04-19,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2045904192531833292,ar,no,#الجيش_اللبناني #LebaneseArmy,Army removes Israeli-placed dirt barrier on Maari-Ain Arab road; surveillance point set up; Tyrfilsiyye bridge culvert underway for vehicles,yes,infrastructure / displacement/return / Israeli military aggression,service announcement / coordination update,yes,yes,no,yes,yes,4
LEBA_027,Lebanese Army,government military,X,2026-04-20,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2046116629730181273,ar,no,#الجيش_اللبناني #LebaneseArmy,UXO awareness image post: 'Don't approach. Don't touch. Report immediately.' — slogan only no location detail,yes,UXO,warning/alert,no,yes,no,no,no,1
LEBA_028,Lebanese Army,government military,X,2026-04-20,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2046274569019752846,ar,no,#الجيش_اللبناني #LebaneseArmy,Replacement bridge for Tyrfilsiyye-Tyre completed and open to vehicles,yes,infrastructure / displacement/return,service announcement,yes,yes,no,yes,yes,4
LEBA_029,Lebanese Army,government military,X,2026-04-21,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2046600726697115837,ar,no,#الجيش_اللبناني #LebaneseArmy,Commander visits 12th Brigade Qubba-Tripoli; condolences for Apr 17 martyr; addresses Israeli aggression and civil peace,yes,Israeli military aggression / public safety,coordination update,yes,no,no,no,no,1
LEBA_030,Lebanese Army,government military,X,2026-04-22,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2047010032189915523,ar,no,#الجيش_اللبناني #LebaneseArmy,Army condolences on death of French UNIFIL soldier from Apr 18 Ghanduryya attack; condemns attacks on UNIFIL; investigation continues,yes,security incident / UNIFIL,incident report,yes,no,no,yes,no,2
LEBA_031,Lebanese Army,government military,X,2026-04-23,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2047345312965009479,ar,no,#الجيش_اللبناني #LebaneseArmy,UXO: 8 bombs disposed in South Suburb/Baabda + Majdal Salem-Marjeyoun + Aiteet + Zbqin-Tyre + Haboush-Nabatiyye; report suspicious objects to nearest army post,yes,UXO / Israeli military aggression,warning/alert,yes,yes,yes,yes,yes,5
LEBA_032,Lebanese Army,government military,X,2026-04-26,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2048434912269574430,ar,no,#الجيش_اللبناني #LebaneseArmy,UXO: 1 unexploded bomb disposed in Tebbin-Bint Jbeil; be cautious near damaged areas; report suspicious objects to nearest army post,yes,UXO / Israeli military aggression,warning/alert,yes,yes,yes,yes,yes,5
LEBA_033,Lebanese Army,government military,X,2026-04-28,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2049153594524398040,ar,no,#الجيش_اللبناني #LebaneseArmy,Commander receives Canadian ambassador (army support) + parliamentary committee on documenting Israeli destruction of southern villages,yes,Israeli military aggression / coordination,coordination update,yes,no,no,no,no,1
LEBA_034,Lebanese Army,government military,X,2026-04-28,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2049172658743324677,ar,no,#الجيش_اللبناني #LebaneseArmy,Israeli airstrike on army patrol + civil defense + civilian bulldozers during citizen rescue in Majdal Zoun-Tyre: 2 soldiers injured,yes,Israeli military aggression / casualties,incident report,yes,no,no,yes,no,2
LEBA_035,Lebanese Army,government military,X,2026-04-29,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2049430379187044767,ar,no,#الجيش_اللبناني #LebaneseArmy,Army soldier and his brother killed by Israeli airstrike in Kharbet Salem-Bint Jbeil while traveling between duty post and home,yes,Israeli military aggression / casualties,incident report,yes,no,no,yes,no,2
LEBA_036,Lebanese Army,government military,X,2026-04-29,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2049455528640659663,ar,no,#الجيش_اللبناني #LebaneseArmy,Martyr obituary: Soldier Hussein Ahmad Sultan killed Apr 29 in Kharbet Salem-Bint Jbeil; funeral schedule to be announced,yes,Israeli military aggression / casualties,incident report,yes,no,no,yes,yes,3
LEBA_037,Lebanese Army,government military,X,2026-04-30,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2049888439550558526,ar,no,#الجيش_اللبناني #LebaneseArmy,Army soldier and family members killed by Israeli airstrike on their home in Kfarramman-Nabatiyye,yes,Israeli military aggression / casualties,incident report,yes,no,no,yes,no,2
LEBA_038,Lebanese Army,government military,X,2026-04-30,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2049900918305398967,ar,no,#الجيش_اللبناني #LebaneseArmy,Martyr obituary: Muaween Ali Rafat Jaber killed Apr 30 in Kfarramman-Nabatiyye; funeral schedule to be announced,yes,Israeli military aggression / casualties,incident report,yes,no,no,yes,yes,3
LEBA_039,Lebanese Army,government military,X,2026-05-02,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2050601730266497062,ar,no,#الجيش_اللبناني #LebaneseArmy,Commander holds emergency meeting with ceasefire mechanism head Gen. Clearfield at Beirut Air Base; discusses security situation and mechanism effectiveness,yes,ceasefire / coordination,coordination update,yes,no,no,yes,no,2
LEBA_040,Lebanese Army,government military,X,2026-05-04,2026-04-01 to 2026-05-07,https://x.com/LebarmyOfficial/status/2051402589070139469,ar,no,#الجيش_اللبناني #LebaneseArmy,Israeli airstrike on army vehicle traveling between posts in Kafra-Bint Jbeil: officer + soldier lightly wounded,yes,Israeli military aggression / casualties,incident report,yes,no,no,yes,no,2
LRC_001,Lebanese Red Cross,NGO humanitarian,X,2026-04-08,2026-04-01 to 2026-05-07,https://x.com/RedCrossLebanon/status/2041861078603214869,ar,no,,100 LRC ambulances currently responding in targeted areas transporting injured to hospitals,yes,emergency response,situation report,yes,no,no,yes,no,2
LRC_002,Lebanese Red Cross,NGO humanitarian,X,2026-04-08,2026-04-01 to 2026-05-07,https://x.com/RedCrossLebanon/status/2041881319995535624,ar,no,,LRC transferred 80+ blood units to Beirut and Sidon hospitals as initial response; coordinating to meet further requests,yes,emergency response / health,situation report,yes,no,no,yes,no,2
LRC_003,Lebanese Red Cross,NGO humanitarian,X,2026-04-08,2026-04-01 to 2026-05-07,https://x.com/RedCrossLebanon/status/2041918191740338224,ar,no,,Specialized search and rescue teams responding to rescue people trapped under rubble,yes,emergency response,situation report,no,no,no,yes,no,1
LRC_004,Lebanese Red Cross,NGO humanitarian,X,2026-04-12,2026-04-01 to 2026-05-07,https://x.com/RedCrossLebanon/status/2043401652233789769,ar,no,,LRC teams directly targeted by Israeli drone on Beit Yahoun road: paramedic Hassan Badawi killed + 1 injured; both transferred to Tebinin Government Hospital,yes,Israeli military aggression / casualties / emergency response,incident report,yes,no,no,yes,no,2
LRC_005,Lebanese Red Cross,NGO humanitarian,X,2026-04-12,2026-04-01 to 2026-05-07,https://x.com/RedCrossLebanon/status/2043419949046137340,ar,no,,Media-only follow-up post (image/video) related to Apr 12 drone attack on LRC team; no text body,yes,Israeli military aggression / casualties,incident report,no,no,no,no,no,0
LRC_006,Lebanese Red Cross,NGO humanitarian,X,2026-04-13,2026-04-01 to 2026-05-07,https://x.com/RedCrossLebanon/status/2043458594402689146,ar,no,,Martyr of Humanity — tribute post for paramedic Hassan Badawi killed Apr 12; image/media attached,yes,Israeli military aggression / casualties,incident report,no,no,no,no,no,0
LRC_007,Lebanese Red Cross,NGO humanitarian,X,2026-04-17,2026-04-01 to 2026-05-07,https://x.com/RedCrossLebanon/status/2045047161079906551,ar,no,,Israeli airstrike caused severe material damage near Tebbin center (Bint Jbeil) housing regional ops room + first aid/emergency center + disaster management center; dawn Apr 16,yes,Israeli military aggression / emergency response infrastructure,incident report,yes,no,no,yes,no,2
UNHCR_001,UNHCR Lebanon,UN agency,Flash Update PDF,2026-04-05,2026-04-01 to 2026-05-07,https://www.unhcr.org/lb/lebanon-flash-update-5,en,no,,Flash Update #5 — period 30 March to 5 April 2026; coordination document with embedded citizen-facing channels and guidance,yes,displacement / shelter / Israeli military aggression / protection / cash assistance,situation report,yes,yes,yes,yes,yes,5
UNHCR_002,UNHCR Lebanon,UN agency,Flash Update PDF,2026-04-19,2026-04-01 to 2026-05-07,https://www.unhcr.org/lb/lebanon-flash-update-7,en,no,,Flash Update #7 — period 13–19 April 2026; notable for HC visit and formal return risk advisory,yes,displacement / shelter / UXO / protection / child protection / Israeli military aggression,situation report,yes,yes,yes,yes,yes,5
UNHCR_003,UNHCR Lebanon,UN agency,Flash Update PDF,2026-04-26,2026-04-01 to 2026-05-07,https://www.unhcr.org/lb/lebanon-flash-update-8,en,no,,Flash Update #8 — period 20–26 April 2026; highest citizen-guidance density — 4 direct WhatsApp messages to 74K subscribers,yes,displacement / shelter / UXO / protection / child protection / cash assistance,situation report,yes,yes,yes,yes,yes,5
UNHCR_004,UNHCR Lebanon,UN agency,Flash Update PDF,2026-05-03,2026-04-01 to 2026-05-07,https://www.unhcr.org/lb/lebanon-flash-update-9,en,no,,Flash Update #9 — period 27 April to 3 May 2026; highest cumulative figures; cross-border movement data,yes,displacement / shelter / Israeli military aggression / casualties / protection / cross-border movement,situation report,yes,no,yes,yes,yes,4
UNICEF_001,UNICEF Lebanon,UN agency,Flash Update PDF,2026-04-02,2026-04-01 to 2026-05-07,https://www.unicef.org/lebanon/reports/lebanon-humanitarian-flash-update-6,en,no,,Flash Update #6 — period up to 1 April 2026; first major UNICEF operational report in window; detailed multi-sector response data,yes,displacement / shelter / Israeli military aggression / casualties / child protection / UXO / public health / education / cash assistance,situation report,yes,yes,yes,yes,yes,5
UNICEF_002,UNICEF Lebanon,UN agency,Flash Update PDF,2026-04-09,2026-04-01 to 2026-05-07,https://www.unicef.org/lebanon/reports/lebanon-humanitarian-flash-update-7,en,no,,Flash Update #7 — covers April 1–9; includes Apr 8 mass casualty escalation and first UN convoy to Tebnine,yes,displacement / shelter / Israeli military aggression / casualties / child protection / UXO / public health / education / infrastructure,situation report,yes,yes,yes,yes,yes,5
UNICEF_003,UNICEF Lebanon,UN agency,website,2026-04-10,2026-04-01 to 2026-05-07,https://www.unicef.org/lebanon/press-releases/unicef-statement-intensified-strikes-lebanon,en,no,,Statement issued Apr 10 (event date Apr 9); advocacy/condemnation statement; highest-profile press release in window; photo credit Ahmad 10-month-old injured in Apr 8 Beirut strikes,yes,Israeli military aggression / casualties / child protection / displacement,advocacy statement,yes,no,yes,yes,yes,4
UNICEF_004,UNICEF Lebanon,UN agency,Flash Update PDF,2026-04-16,2026-04-01 to 2026-05-07,https://www.unicef.org/lebanon/reports/lebanon-humanitarian-flash-update-8,en,no,,Flash Update #8 — covers up to 16 April; Qasmieh bridge destruction is key access warning for citizens; Tebnine hospital damage,yes,displacement / shelter / Israeli military aggression / casualties / child protection / UXO / public health / infrastructure / access,situation report,yes,yes,yes,yes,yes,5
UNICEF_005,UNICEF Lebanon,UN agency,website,2026-04-22,2026-04-01 to 2026-05-07,https://www.unicef.org/lebanon/press-releases/ministry-public-health-partners-call-protect-every-child-vaccination,en,no,,Most actionable website item; explicit instruction to parents/caregivers; names free-of-charge PHC channels and mobile outreach units,yes,public health / vaccination / displacement / child protection,service announcement / public call to action,yes,yes,yes,yes,yes,5
UNICEF_006,UNICEF Lebanon,UN agency,website,2026-04-30,2026-04-01 to 2026-05-07,https://www.unicef.org/lebanon/press-releases/republic-korea-contributes-unicef-emergency-response-lebanon,en,no,,Donor announcement; no citizen-facing operational guidance; lowest actionability in source,yes,education / nutrition / displacement,donor announcement / coordination update,yes,no,no,yes,yes,3
WFP_001,WFP Lebanon,UN agency,X,2026-04-01,2026-04-01 to 2026-05-07,https://x.com/WFPLebanon/status/2039288686588633296,en,no,,One-month mark of escalation; general situation update with cumulative reach figure,yes,displacement / food insecurity / emergency food assistance,situation report,yes,no,no,yes,no,2
WFP_002,WFP Lebanon,UN agency,X,2026-04-01,2026-04-01 to 2026-05-07,https://x.com/WFPLebanon/status/2039368186701783458,en,no,,First convoy post in window; highest early-window engagement,yes,emergency food assistance / displacement,operational update,yes,no,no,yes,no,2
WFP_003,WFP Lebanon,UN agency,X,2026-04-06,2026-04-01 to 2026-05-07,https://x.com/WFPLebanon/status/2041033215750656111,en,no,,Logistics/preparedness context post; ECHO_MiddleEast tagged,yes,emergency food assistance / logistics,coordination update,yes,no,no,yes,no,2
WFP_004,WFP Lebanon,UN agency,X,2026-04-06,2026-04-01 to 2026-05-07,https://x.com/WFPLebanon/status/2041034470350872799,en,no,,Port of Beirut logistics post; quotes Country Director Allison O'Lawi,yes,emergency food assistance / displacement / logistics,coordination update,yes,no,no,yes,no,2
WFP_005,WFP Lebanon,UN agency,X,2026-04-06,2026-04-01 to 2026-05-07,https://x.com/WFPLebanon/status/2041106592888697041,en,no,,Field distribution post with map pin; logcluster tagged,yes,emergency food assistance / displacement,operational update,yes,no,no,yes,no,2
WFP_006,WFP Lebanon,UN agency,X,2026-04-08,2026-04-01 to 2026-05-07,https://x.com/WFPLebanon/status/2041870434170253685,en,no,,Map pin post; Ain Ebel is a border village near Blue Line — high-risk delivery,yes,emergency food assistance / displacement,operational update,yes,no,no,yes,no,2
WFP_007,WFP Lebanon,UN agency,X,2026-04-10,2026-04-01 to 2026-05-07,https://x.com/WFPLebanon/status/2042486730012385313,en,no,,SBS News interview reference; frames shift from displacement to food insecurity narrative,yes,displacement / food insecurity / Israeli military aggression,media engagement,yes,no,no,yes,no,2
WFP_008,WFP Lebanon,UN agency,X,2026-04-10,2026-04-01 to 2026-05-07,https://x.com/WFPLebanon/status/2042525691606860131,en,no,,Highest-actionability WFP post: specific market failure data in named location — useful for citizens in south Lebanon to know food access is via convoys not markets,yes,food insecurity / market disruption / emergency food assistance,situation report,yes,no,no,yes,yes,3
WFP_009,WFP Lebanon,UN agency,X,2026-04-13,2026-04-01 to 2026-05-07,https://x.com/WFPLebanon/status/2043575920183644655,en,no,,CNN interview reference; post-Apr 8 escalation media engagement,yes,displacement / food insecurity / emergency food assistance,media engagement,yes,no,no,yes,no,2
WFP_010,WFP Lebanon,UN agency,X,2026-04-15,2026-04-01 to 2026-05-07,https://x.com/WFPLebanon/status/2044303940292891078,en,no,,Second Hasbaya convoy post; map pin; Country Director,yes,emergency food assistance / displacement,operational update,yes,no,no,yes,no,2
WFP_011,WFP Lebanon,UN agency,X,2026-04-15,2026-04-01 to 2026-05-07,https://x.com/WFPLebanon/status/2044324346374635840,en,no,,CNN International (cnni) interview reference,yes,displacement / food insecurity / emergency food assistance,media engagement,yes,no,no,yes,no,2
WFP_012,WFP Lebanon,UN agency,X,2026-04-16,2026-04-01 to 2026-05-07,https://x.com/WFPLebanon/status/2044672136925659489,en,no,,Field presence explainer; names all WFP Lebanon geographic coverage areas,yes,emergency food assistance / displacement,coordination update,yes,no,no,yes,no,2
WFP_013,WFP Lebanon,UN agency,X,2026-04-17,2026-04-01 to 2026-05-07,https://x.com/WFPLebanon/status/2045129462405087431,en,no,,Real-time ceasefire post from field; Ebel el Saqi is near Blue Line; Deputy Country Director commentary,yes,displacement / emergency food assistance / ceasefire,operational update,yes,no,no,yes,yes,3
WFP_014,WFP Lebanon,UN agency,X,2026-04-23,2026-04-01 to 2026-05-07,https://x.com/WFPLebanon/status/2047346484962574463,en,no,,Hermel is in Baalbek-Hermel; northeastern coverage — different area from prior convoy posts,yes,emergency food assistance / displacement,operational update,yes,no,no,yes,yes,3
WFP_015,WFP Lebanon,UN agency,X,2026-04-24,2026-04-01 to 2026-05-07,https://x.com/WFPLebanon/status/2047693001028256149,en,no,,Shebaa is in the Hasbaya district near the Israeli border; Antoine Morel-Vulliez field commentary,yes,emergency food assistance / displacement,operational update,yes,no,no,yes,yes,3
WFP_016,WFP Lebanon,UN agency,X,2026-04-28,2026-04-01 to 2026-05-07,https://x.com/WFPLebanon/status/2049109659525472551,en,no,,Tebnin / Bint Jbeil — same area as Tebnine hospital damaged in UNICEF FU#8; first medical kits mention in WFP posts,yes,emergency food assistance / displacement / public health,operational update,yes,no,no,yes,yes,3
WFP_017,WFP Lebanon,UN agency,X,2026-04-28,2026-04-01 to 2026-05-07,https://x.com/WFPLebanon/status/2049110812464140369,en,no,,Same day as WFP_016; Rmeich is a border village in Bint Jbeil near Blue Line,yes,emergency food assistance / displacement,operational update,yes,no,no,yes,yes,3
WFP_018,WFP Lebanon,UN agency,X,2026-04-30,2026-04-01 to 2026-05-07,https://x.com/WFPLebanon/status/2049806720424173944,en,no,,Highest engagement post in entire WFP window (RT:38 Like:63); tied to Apr 29 food insecurity analysis news item referenced by researcher,yes,food insecurity / displacement,situation report,yes,no,no,yes,yes,3
WFP_019,WFP Lebanon,UN agency,X,2026-05-03,2026-04-01 to 2026-05-07,https://x.com/WFPLebanon/status/2050953792481370152,en,no,,TRT World media appearance; references food insecurity analysis report,yes,food insecurity / displacement,media engagement,yes,no,no,yes,no,2
WFP_020,WFP Lebanon,UN agency,X,2026-05-04,2026-04-01 to 2026-05-07,https://x.com/WFPLebanon/status/2051256510546575364,en,no,,France24 media appearance; quotes Deputy Country Director Valerie Anne,yes,food insecurity / displacement,media engagement,yes,no,no,yes,no,2
WFP_021,WFP Lebanon,UN agency,X,2026-05-05,2026-04-01 to 2026-05-07,https://x.com/WFPLebanon/status/2051638010672750809,en,no,,Final in-window post; repeats food insecurity figure; reporting from Tyre,yes,food insecurity / displacement,situation report,yes,no,no,yes,yes,3
